raf,mek,plc,pip2,pip3,erk,akt,pka,pkc,p38,jnk
519.00 ,730.00 ,13.20 ,64.90 ,23.70 ,6.55 ,30.20 ,1700.00 ,24.60 ,48.30 ,13.50 
225.00 ,305.00 ,33.70 ,58.30 ,30.80 ,7.30 ,56.70 ,1731.00 ,2.48 ,9.39 ,8.90 
193.00 ,267.00 ,17.60 ,88.20 ,64.40 ,1.00 ,12.30 ,145.00 ,1.07 ,14.70 ,2.13 
215.00 ,305.00 ,4.10 ,4.70 ,10.60 ,2.11 ,19.10 ,41.40 ,3.52 ,38.20 ,6.04 
50.00 ,46.10 ,20.70 ,11.30 ,17.80 ,1.00 ,56.20 ,253.00 ,2.48 ,54.20 ,11.90 
46.60 ,93.90 ,10.20 ,8.20 ,30.50 ,29.40 ,80.60 ,956.00 ,3.11 ,17.50 ,2.33 
1420.00 ,1928.00 ,14.30 ,119.00 ,45.70 ,2.21 ,99.10 ,215.00 ,1.00 ,9.56 ,8.13 
40.70 ,68.50 ,18.90 ,30.00 ,22.30 ,2.64 ,11.10 ,92.20 ,2.37 ,55.70 ,16.40 
27.60 ,10.70 ,17.00 ,17.50 ,8.74 ,1.00 ,31.30 ,53.80 ,2.33 ,43.30 ,4.03 
2035.00 ,2788.00 ,23.70 ,34.90 ,21.70 ,12.40 ,107.00 ,882.00 ,2.64 ,27.90 ,2.00 
453.00 ,661.00 ,136.00 ,241.00 ,48.70 ,2.62 ,53.30 ,173.00 ,5.62 ,50.00 ,145.00 
365.00 ,644.00 ,14.70 ,123.00 ,17.60 ,1.24 ,39.60 ,115.00 ,23.10 ,93.90 ,48.70 
41.80 ,28.40 ,22.30 ,25.70 ,1.23 ,1.57 ,40.70 ,195.00 ,38.50 ,102.00 ,52.80 
193.00 ,308.00 ,14.70 ,46.10 ,21.30 ,2.37 ,16.10 ,62.60 ,19.80 ,44.10 ,18.30 
1065.00 ,1526.00 ,117.00 ,281.00 ,93.90 ,3.16 ,22.50 ,110.00 ,45.70 ,74.30 ,21.10 
213.00 ,308.00 ,15.30 ,52.80 ,33.10 ,1.00 ,19.50 ,151.00 ,8.20 ,55.20 ,31.10 
193.00 ,289.00 ,20.90 ,70.40 ,38.20 ,7.91 ,67.90 ,294.00 ,11.20 ,40.00 ,22.50 
213.00 ,311.00 ,4.33 ,196.00 ,82.00 ,3.46 ,35.50 ,124.00 ,1.19 ,12.60 ,2.02 
340.00 ,500.00 ,24.80 ,85.10 ,39.20 ,2.35 ,25.00 ,16.00 ,9.31 ,50.50 ,24.40 
1134.00 ,1582.00 ,1.00 ,9.91 ,15.70 ,1.36 ,42.90 ,96.50 ,2.21 ,20.00 ,55.70 
132.00 ,198.00 ,3.05 ,22.70 ,56.70 ,2.29 ,72.30 ,215.00 ,23.10 ,80.60 ,42.20 
106.00 ,172.00 ,13.60 ,49.60 ,40.70 ,4.45 ,146.00 ,392.00 ,7.84 ,52.80 ,34.30 
57.80 ,72.30 ,26.70 ,54.70 ,43.70 ,6.38 ,35.20 ,248.00 ,9.82 ,30.80 ,10.60 
956.00 ,1382.00 ,16.70 ,20.90 ,13.80 ,11.00 ,49.60 ,1540.00 ,1.73 ,41.00 ,10.30 
599.00 ,898.00 ,20.40 ,14.30 ,2.79 ,1.53 ,30.50 ,136.00 ,1.18 ,35.20 ,6.61 
231.00 ,352.00 ,20.00 ,106.00 ,34.00 ,1.24 ,37.50 ,93.10 ,4.70 ,28.40 ,106.00 
698.00 ,1104.00 ,21.90 ,21.50 ,5.05 ,3.02 ,138.00 ,359.00 ,46.10 ,93.10 ,29.70 
1000.00 ,1512.00 ,16.80 ,106.00 ,24.10 ,6.85 ,63.20 ,271.00 ,4.10 ,23.30 ,17.60 
188.00 ,292.00 ,11.40 ,93.10 ,14.10 ,1.00 ,38.50 ,129.00 ,1.04 ,17.60 ,8.06 
56.20 ,56.70 ,11.90 ,120.00 ,31.30 ,1.00 ,57.30 ,163.00 ,3.40 ,13.90 ,12.90 
164.00 ,213.00 ,15.80 ,552.00 ,66.10 ,1.00 ,25.70 ,90.60 ,5.33 ,77.70 ,175.00 
1009.00 ,1420.00 ,21.10 ,26.70 ,53.30 ,6.49 ,67.30 ,346.00 ,1.00 ,31.60 ,1.79 
461.00 ,784.00 ,20.20 ,24.10 ,7.43 ,1.10 ,20.20 ,87.40 ,1.64 ,19.10 ,2.53 
297.00 ,437.00 ,7.70 ,18.40 ,17.60 ,23.70 ,77.70 ,973.00 ,1.00 ,44.90 ,12.70 
164.00 ,269.00 ,59.90 ,67.30 ,23.10 ,1.00 ,118.00 ,223.00 ,1.00 ,8.74 ,1.51 
649.00 ,1027.00 ,17.00 ,47.40 ,17.50 ,1.00 ,56.70 ,146.00 ,20.40 ,47.00 ,9.82 
130.00 ,184.00 ,16.40 ,46.10 ,23.70 ,1.55 ,59.90 ,89.80 ,1.00 ,36.80 ,14.20 
196.00 ,286.00 ,11.10 ,17.00 ,5.00 ,22.70 ,84.30 ,2308.00 ,2.79 ,10.10 ,7.37 
231.00 ,325.00 ,13.80 ,51.90 ,22.30 ,2.74 ,51.90 ,129.00 ,3.11 ,23.50 ,6.61 
23.90 ,32.50 ,15.40 ,4.03 ,23.30 ,5.14 ,49.60 ,1877.00 ,3.59 ,57.30 ,6.79 
130.00 ,191.00 ,42.60 ,262.00 ,93.90 ,1.00 ,110.00 ,294.00 ,1.43 ,29.20 ,7.30 
122.00 ,65.50 ,16.50 ,17.50 ,9.47 ,1.33 ,118.00 ,284.00 ,1.38 ,37.20 ,8.13 
253.00 ,372.00 ,17.90 ,32.50 ,31.90 ,6.98 ,64.90 ,246.00 ,1.42 ,39.60 ,117.00 
316.00 ,445.00 ,16.10 ,22.70 ,41.00 ,4.57 ,35.50 ,213.00 ,1.18 ,23.90 ,5.42 
27.60 ,54.20 ,26.70 ,71.00 ,34.90 ,1.35 ,80.60 ,227.00 ,49.60 ,84.30 ,36.20 
1124.00 ,1554.00 ,13.00 ,83.50 ,41.40 ,1.00 ,53.30 ,94.70 ,4.29 ,34.30 ,14.90 
167.00 ,255.00 ,14.60 ,58.80 ,5.28 ,2.11 ,79.10 ,237.00 ,1.00 ,14.70 ,14.60 
153.00 ,248.00 ,27.60 ,22.30 ,14.30 ,4.22 ,33.10 ,799.00 ,1.00 ,41.00 ,9.73 
217.00 ,191.00 ,48.70 ,56.20 ,18.80 ,17.60 ,170.00 ,991.00 ,1.00 ,26.70 ,10.70 
241.00 ,319.00 ,11.80 ,123.00 ,44.10 ,7.77 ,47.40 ,1334.00 ,3.00 ,52.30 ,20.90 
433.00 ,588.00 ,15.50 ,14.50 ,13.20 ,4.33 ,17.60 ,71.00 ,2.86 ,22.30 ,3.46 
1275.00 ,1811.00 ,15.10 ,19.10 ,14.20 ,16.50 ,121.00 ,1104.00 ,1.50 ,54.70 ,11.00 
85.80 ,124.00 ,16.40 ,53.80 ,26.40 ,5.78 ,96.50 ,276.00 ,4.18 ,17.90 ,69.20 
30.00 ,41.80 ,12.20 ,18.10 ,18.40 ,1.00 ,42.20 ,237.00 ,1.75 ,34.30 ,5.00 
227.00 ,316.00 ,25.50 ,56.20 ,31.30 ,2.74 ,20.70 ,61.50 ,18.40 ,62.10 ,25.70 
64.40 ,79.10 ,21.10 ,33.40 ,5.67 ,2.35 ,47.40 ,71.00 ,4.96 ,17.80 ,9.14 
931.00 ,1310.00 ,12.50 ,23.70 ,1.30 ,5.09 ,44.50 ,85.10 ,1.64 ,14.30 ,10.40 
466.00 ,777.00 ,16.50 ,18.80 ,10.60 ,1.08 ,64.40 ,163.00 ,16.40 ,51.90 ,30.20 
1037.00 ,1420.00 ,20.70 ,12.50 ,19.10 ,1.00 ,67.90 ,143.00 ,2.55 ,11.20 ,7.64 
85.80 ,107.00 ,14.50 ,35.20 ,8.74 ,1.36 ,17.60 ,50.00 ,3.59 ,38.90 ,2.55 
470.00 ,704.00 ,17.20 ,21.70 ,5.62 ,1.00 ,38.20 ,54.70 ,3.05 ,24.80 ,17.90 
673.00 ,939.00 ,24.10 ,24.80 ,2.07 ,7.57 ,112.00 ,1499.00 ,4.03 ,22.30 ,7.04 
82.80 ,103.00 ,17.50 ,19.60 ,11.00 ,6.79 ,53.30 ,2148.00 ,28.40 ,66.70 ,103.00 
84.30 ,142.00 ,9.65 ,142.00 ,8.35 ,1.45 ,126.00 ,352.00 ,3.65 ,29.20 ,111.00 
300.00 ,445.00 ,18.40 ,16.70 ,12.60 ,25.90 ,158.00 ,1715.00 ,17.60 ,51.40 ,20.50 
154.00 ,189.00 ,5.47 ,26.40 ,20.90 ,12.40 ,109.00 ,1433.00 ,2.15 ,53.80 ,11.00 
843.00 ,1241.00 ,47.80 ,95.60 ,11.40 ,1.37 ,83.50 ,269.00 ,1.53 ,37.90 ,7.04 
308.00 ,547.00 ,15.70 ,56.70 ,30.00 ,2.09 ,30.50 ,167.00 ,1.00 ,13.10 ,1.88 
145.00 ,164.00 ,15.70 ,193.00 ,11.10 ,4.10 ,91.40 ,389.00 ,11.80 ,34.90 ,13.00 
181.00 ,271.00 ,3.96 ,17.00 ,25.90 ,1.72 ,110.00 ,262.00 ,1.00 ,26.90 ,5.05 
1794.00 ,2393.00 ,17.30 ,51.40 ,31.60 ,1.09 ,26.20 ,124.00 ,6.85 ,35.90 ,3.62 
66.70 ,88.20 ,17.60 ,27.10 ,19.30 ,1.14 ,17.50 ,81.30 ,3.37 ,21.30 ,9.91 
241.00 ,375.00 ,18.90 ,17.50 ,6.38 ,1.04 ,109.00 ,217.00 ,11.90 ,31.90 ,8.74 
1252.00 ,1762.00 ,13.80 ,66.10 ,15.50 ,3.89 ,165.00 ,573.00 ,2.67 ,36.80 ,6.15 
131.00 ,213.00 ,26.70 ,487.00 ,86.60 ,3.25 ,48.70 ,147.00 ,14.20 ,57.80 ,82.00 
52.80 ,73.00 ,11.20 ,89.80 ,15.40 ,1.00 ,20.70 ,77.70 ,1.50 ,6.38 ,7.50 
1526.00 ,2227.00 ,30.00 ,52.80 ,70.40 ,18.60 ,46.10 ,1176.00 ,21.70 ,72.30 ,42.20 
914.00 ,1298.00 ,11.10 ,46.60 ,10.90 ,4.14 ,38.90 ,149.00 ,1.76 ,30.80 ,6.21 
62.10 ,71.70 ,12.90 ,85.10 ,26.40 ,1.84 ,43.30 ,61.00 ,1.61 ,29.70 ,13.70 
274.00 ,426.00 ,9.31 ,19.30 ,11.20 ,1.00 ,17.20 ,44.90 ,4.00 ,26.90 ,16.40 
38.90 ,36.50 ,20.90 ,37.20 ,14.70 ,3.08 ,76.40 ,259.00 ,7.57 ,53.80 ,9.73 
58.30 ,87.40 ,15.70 ,96.50 ,19.60 ,22.30 ,145.00 ,956.00 ,1.64 ,26.70 ,16.00 
160.00 ,257.00 ,15.50 ,64.40 ,30.00 ,6.85 ,46.60 ,2350.00 ,1.54 ,34.90 ,12.20 
227.00 ,289.00 ,8.20 ,173.00 ,25.30 ,8.13 ,155.00 ,449.00 ,1.27 ,44.90 ,17.60 
63.20 ,89.00 ,20.40 ,23.50 ,73.00 ,1.43 ,40.30 ,167.00 ,1.00 ,21.30 ,6.49 
157.00 ,231.00 ,18.80 ,15.70 ,15.00 ,25.50 ,97.30 ,757.00 ,3.05 ,10.00 ,7.84 
32.50 ,77.00 ,10.70 ,25.00 ,19.80 ,1.00 ,23.50 ,93.90 ,1.00 ,28.40 ,6.32 
209.00 ,334.00 ,21.50 ,11.90 ,7.30 ,1.54 ,51.90 ,164.00 ,30.80 ,115.00 ,56.70 
547.00 ,906.00 ,26.90 ,319.00 ,50.90 ,1.24 ,124.00 ,340.00 ,9.91 ,34.00 ,20.20 
158.00 ,204.00 ,7.99 ,23.90 ,13.20 ,1.78 ,41.80 ,173.00 ,3.02 ,24.40 ,5.52 
231.00 ,269.00 ,24.80 ,22.70 ,41.40 ,1.45 ,11.80 ,78.40 ,8.20 ,32.80 ,9.14 
138.00 ,193.00 ,17.20 ,68.50 ,29.20 ,26.20 ,227.00 ,2148.00 ,3.00 ,17.20 ,5.23 
1252.00 ,1778.00 ,38.90 ,52.30 ,21.10 ,4.00 ,24.80 ,137.00 ,2.39 ,34.60 ,10.30 
931.00 ,1395.00 ,42.20 ,133.00 ,313.00 ,1.18 ,122.00 ,183.00 ,1.04 ,32.50 ,3.16 
130.00 ,198.00 ,16.50 ,10.80 ,22.90 ,2.74 ,30.80 ,91.40 ,10.80 ,32.50 ,5.83 
103.00 ,176.00 ,29.40 ,66.70 ,78.40 ,1.67 ,20.50 ,66.70 ,1.50 ,48.70 ,5.00 
78.40 ,94.70 ,9.22 ,25.00 ,42.60 ,4.29 ,64.40 ,209.00 ,1.00 ,19.60 ,5.42 
231.00 ,322.00 ,14.10 ,21.70 ,14.20 ,1.00 ,66.70 ,62.60 ,15.10 ,59.90 ,14.50 
632.00 ,843.00 ,25.00 ,88.20 ,59.90 ,12.00 ,55.20 ,1747.00 ,1.00 ,61.50 ,13.60 
211.00 ,286.00 ,19.30 ,27.40 ,2.62 ,1.00 ,33.70 ,146.00 ,1.51 ,48.30 ,12.50 
1230.00 ,1843.00 ,12.20 ,15.00 ,15.80 ,1.00 ,23.70 ,126.00 ,1.81 ,21.50 ,6.21 
89.00 ,146.00 ,12.00 ,30.50 ,6.79 ,1.00 ,58.30 ,223.00 ,4.74 ,15.30 ,7.70 
195.00 ,269.00 ,24.40 ,130.00 ,48.70 ,1.00 ,65.50 ,146.00 ,29.40 ,93.90 ,37.90 
55.20 ,32.20 ,1.96 ,300.00 ,30.80 ,5.14 ,91.40 ,791.00 ,10.60 ,31.90 ,18.30 
1144.00 ,1611.00 ,10.50 ,145.00 ,12.70 ,20.20 ,61.50 ,1230.00 ,3.59 ,31.10 ,8.51 
186.00 ,302.00 ,1.00 ,271.00 ,16.30 ,6.98 ,44.50 ,449.00 ,1.57 ,17.60 ,6.10 
1055.00 ,1625.00 ,10.30 ,35.50 ,64.90 ,4.61 ,29.40 ,29.20 ,1.20 ,32.50 ,4.61 
483.00 ,737.00 ,13.70 ,55.20 ,21.90 ,2.57 ,91.40 ,292.00 ,1.00 ,30.80 ,15.10 
52.80 ,86.60 ,7.30 ,27.60 ,42.90 ,2.84 ,46.10 ,104.00 ,1.14 ,20.70 ,4.14 
95.60 ,137.00 ,21.90 ,37.50 ,13.10 ,1.54 ,41.40 ,123.00 ,1.20 ,16.00 ,8.98 
211.00 ,322.00 ,42.60 ,45.30 ,13.60 ,10.60 ,85.10 ,407.00 ,1.00 ,44.90 ,6.49 
302.00 ,437.00 ,12.70 ,39.20 ,17.90 ,1.00 ,53.30 ,168.00 ,3.62 ,50.90 ,79.90 
1275.00 ,1843.00 ,19.50 ,153.00 ,23.30 ,1.00 ,79.10 ,271.00 ,1.00 ,25.70 ,5.47 
533.00 ,813.00 ,5.94 ,12.40 ,20.50 ,1.00 ,32.20 ,65.50 ,1.50 ,20.40 ,2.33 
939.00 ,1433.00 ,32.50 ,25.50 ,37.20 ,2.94 ,28.60 ,98.20 ,1.58 ,22.30 ,76.40 
67.90 ,93.90 ,29.70 ,16.40 ,2.89 ,2.76 ,55.20 ,158.00 ,4.96 ,51.40 ,8.58 
178.00 ,284.00 ,19.60 ,48.30 ,18.10 ,3.79 ,44.50 ,1298.00 ,39.60 ,62.60 ,28.90 
1499.00 ,2091.00 ,26.20 ,52.80 ,106.00 ,3.43 ,133.00 ,331.00 ,3.85 ,30.50 ,16.30 
225.00 ,346.00 ,23.50 ,53.80 ,84.30 ,19.50 ,85.80 ,1459.00 ,2.39 ,25.00 ,6.73 
308.00 ,453.00 ,20.40 ,15.50 ,1.00 ,4.83 ,82.80 ,365.00 ,3.65 ,15.40 ,17.20 
175.00 ,264.00 ,12.60 ,17.20 ,18.40 ,2.21 ,39.60 ,866.00 ,1.00 ,31.30 ,1.00 
198.00 ,264.00 ,3.40 ,40.30 ,5.83 ,1.20 ,40.30 ,141.00 ,3.62 ,37.90 ,13.70 
80.60 ,105.00 ,25.90 ,15.70 ,25.30 ,4.57 ,117.00 ,233.00 ,16.50 ,41.00 ,18.30 
65.50 ,73.00 ,23.30 ,32.20 ,16.00 ,2.86 ,62.60 ,117.00 ,1.00 ,26.20 ,7.99 
44.90 ,74.30 ,24.40 ,12.30 ,29.40 ,3.82 ,178.00 ,352.00 ,3.96 ,13.60 ,7.99 
204.00 ,379.00 ,21.30 ,47.80 ,88.20 ,22.10 ,120.00 ,1540.00 ,10.70 ,37.50 ,18.30 
223.00 ,365.00 ,10.80 ,31.60 ,35.20 ,1.73 ,37.20 ,143.00 ,4.18 ,15.80 ,1.88 
87.40 ,167.00 ,25.50 ,379.00 ,66.70 ,1.00 ,45.70 ,57.80 ,33.10 ,57.80 ,43.30 
478.00 ,770.00 ,15.40 ,85.80 ,22.10 ,1.47 ,84.30 ,328.00 ,1.08 ,22.10 ,4.96 
58.80 ,125.00 ,7.57 ,196.00 ,27.40 ,2.81 ,17.20 ,98.20 ,4.26 ,20.50 ,14.90 
147.00 ,176.00 ,11.20 ,34.90 ,36.80 ,6.21 ,54.20 ,1459.00 ,16.30 ,55.70 ,32.20 
55.20 ,58.30 ,18.30 ,20.90 ,8.98 ,2.71 ,28.40 ,108.00 ,2.37 ,29.70 ,1.58 
231.00 ,343.00 ,16.30 ,59.40 ,20.50 ,2.97 ,30.00 ,124.00 ,2.67 ,22.90 ,3.82 
322.00 ,478.00 ,13.60 ,15.70 ,4.57 ,1.00 ,25.90 ,66.10 ,1.00 ,28.60 ,10.00 
241.00 ,328.00 ,13.20 ,94.70 ,25.70 ,2.55 ,23.90 ,153.00 ,2.67 ,9.91 ,3.65 
178.00 ,257.00 ,5.78 ,12.90 ,30.50 ,14.20 ,80.60 ,1911.00 ,5.99 ,42.20 ,10.60 
385.00 ,578.00 ,8.13 ,155.00 ,45.70 ,3.79 ,133.00 ,414.00 ,3.59 ,24.40 ,4.22 
300.00 ,426.00 ,21.10 ,20.50 ,12.10 ,3.72 ,61.00 ,274.00 ,1.30 ,24.10 ,7.64 
127.00 ,172.00 ,17.90 ,56.70 ,20.90 ,7.70 ,36.80 ,1018.00 ,1.00 ,26.40 ,10.20 
139.00 ,227.00 ,10.20 ,24.10 ,22.90 ,2.09 ,121.00 ,337.00 ,2.25 ,31.10 ,5.09 
244.00 ,322.00 ,14.70 ,12.00 ,3.82 ,1.76 ,54.70 ,118.00 ,4.49 ,58.80 ,30.20 
1219.00 ,1794.00 ,2.53 ,382.00 ,32.80 ,2.89 ,45.30 ,145.00 ,2.07 ,32.80 ,8.98 
193.00 ,311.00 ,10.30 ,28.90 ,77.00 ,42.60 ,337.00 ,2864.00 ,1.13 ,31.30 ,5.94 
562.00 ,906.00 ,15.50 ,18.30 ,12.10 ,1.19 ,35.20 ,85.10 ,7.10 ,38.50 ,17.00 
56.70 ,47.40 ,13.60 ,141.00 ,46.60 ,1.76 ,44.50 ,161.00 ,1.89 ,34.30 ,12.40 
157.00 ,223.00 ,22.70 ,217.00 ,71.70 ,1.58 ,59.40 ,114.00 ,1.22 ,19.30 ,10.50 
418.00 ,578.00 ,16.70 ,32.50 ,5.57 ,12.10 ,173.00 ,1670.00 ,9.14 ,64.40 ,7.10 
17.30 ,28.60 ,11.40 ,55.70 ,20.90 ,1.73 ,48.70 ,262.00 ,3.08 ,20.00 ,4.53 
1433.00 ,1999.00 ,25.90 ,23.10 ,13.00 ,4.91 ,77.00 ,1540.00 ,1.00 ,22.70 ,8.28 
101.00 ,167.00 ,46.10 ,313.00 ,66.10 ,68.50 ,599.00 ,5989.00 ,6.79 ,25.00 ,5.47 
253.00 ,346.00 ,13.00 ,117.00 ,36.50 ,13.70 ,53.30 ,300.00 ,34.30 ,76.40 ,26.70 
437.00 ,632.00 ,32.20 ,53.30 ,15.30 ,2.50 ,32.80 ,262.00 ,10.00 ,31.30 ,12.60 
56.70 ,45.70 ,14.90 ,123.00 ,52.30 ,2.50 ,47.80 ,170.00 ,2.19 ,21.50 ,5.78 
519.00 ,764.00 ,13.80 ,53.30 ,28.90 ,1.11 ,48.30 ,84.30 ,12.60 ,55.70 ,31.30 
137.00 ,253.00 ,4.41 ,13.70 ,13.70 ,6.98 ,4.91 ,325.00 ,2.69 ,11.30 ,14.90 
292.00 ,422.00 ,13.30 ,25.30 ,5.33 ,1.00 ,176.00 ,300.00 ,3.59 ,29.40 ,85.10 
63.80 ,71.00 ,12.70 ,15.70 ,1.00 ,1.00 ,44.10 ,50.90 ,4.07 ,40.30 ,121.00 
359.00 ,542.00 ,26.20 ,48.30 ,8.06 ,4.14 ,51.40 ,1540.00 ,1.19 ,31.60 ,7.43 
2227.00 ,3220.00 ,16.50 ,17.20 ,12.20 ,1.01 ,40.70 ,92.20 ,2.97 ,55.20 ,7.17 
737.00 ,1084.00 ,17.90 ,42.20 ,15.10 ,1.36 ,56.70 ,172.00 ,1.91 ,22.90 ,96.50 
227.00 ,334.00 ,23.90 ,63.80 ,17.30 ,14.70 ,64.90 ,1554.00 ,4.14 ,37.20 ,123.00 
164.00 ,244.00 ,13.90 ,14.60 ,1.00 ,1.83 ,71.70 ,150.00 ,2.76 ,26.90 ,5.14 
231.00 ,346.00 ,17.00 ,45.70 ,15.50 ,1.63 ,32.50 ,118.00 ,17.00 ,82.80 ,23.70 
40.00 ,51.90 ,17.60 ,164.00 ,56.70 ,1.43 ,56.20 ,122.00 ,3.46 ,28.40 ,4.66 
198.00 ,294.00 ,22.50 ,8.98 ,10.20 ,2.27 ,99.10 ,956.00 ,2.50 ,25.50 ,12.30 
141.00 ,221.00 ,13.50 ,64.90 ,31.90 ,2.89 ,80.60 ,193.00 ,1.45 ,25.00 ,10.80 
1310.00 ,1827.00 ,18.60 ,102.00 ,23.30 ,2.09 ,34.00 ,137.00 ,2.17 ,21.90 ,9.06 
168.00 ,269.00 ,10.60 ,161.00 ,19.30 ,1.98 ,49.10 ,178.00 ,1.25 ,12.10 ,5.42 
49.60 ,46.10 ,11.40 ,15.00 ,5.00 ,18.10 ,175.00 ,1197.00 ,1.00 ,20.40 ,10.00 
231.00 ,319.00 ,11.50 ,147.00 ,26.70 ,35.20 ,147.00 ,2916.00 ,2.15 ,36.80 ,8.13 
179.00 ,255.00 ,18.90 ,20.40 ,9.39 ,1.29 ,43.70 ,44.50 ,5.67 ,42.60 ,102.00 
106.00 ,136.00 ,15.70 ,12.10 ,24.10 ,2.94 ,178.00 ,487.00 ,3.49 ,32.80 ,86.60 
557.00 ,843.00 ,13.60 ,87.40 ,35.50 ,1.00 ,64.90 ,82.00 ,1.00 ,9.47 ,4.78 
94.70 ,137.00 ,23.30 ,9.22 ,40.00 ,4.00 ,22.10 ,410.00 ,1.07 ,50.90 ,17.80 
2187.00 ,3051.00 ,41.80 ,47.80 ,19.50 ,1.63 ,17.00 ,69.20 ,1.00 ,18.10 ,3.89 
328.00 ,403.00 ,8.13 ,20.90 ,17.50 ,1.00 ,18.10 ,82.00 ,1.08 ,21.50 ,13.00 
340.00 ,610.00 ,14.30 ,37.50 ,11.90 ,8.66 ,124.00 ,1407.00 ,1.00 ,17.60 ,4.07 
101.00 ,300.00 ,22.70 ,13.00 ,10.90 ,1.43 ,15.40 ,62.60 ,2.92 ,19.10 ,16.40 
160.00 ,229.00 ,15.80 ,48.70 ,4.83 ,1.00 ,55.70 ,179.00 ,21.70 ,52.80 ,20.50 
403.00 ,621.00 ,12.00 ,15.80 ,2.09 ,24.60 ,514.00 ,2035.00 ,2.41 ,28.90 ,2.86 
289.00 ,241.00 ,7.17 ,149.00 ,7.04 ,2.86 ,46.10 ,221.00 ,4.14 ,25.50 ,110.00 
509.00 ,799.00 ,28.10 ,31.30 ,20.90 ,25.50 ,139.00 ,2393.00 ,1.01 ,21.70 ,8.43 
661.00 ,991.00 ,54.20 ,101.00 ,20.00 ,3.11 ,34.30 ,183.00 ,3.68 ,23.10 ,8.74 
578.00 ,939.00 ,15.80 ,40.70 ,8.98 ,10.30 ,125.00 ,1568.00 ,1.21 ,33.70 ,11.00 
59.90 ,66.10 ,40.70 ,170.00 ,41.80 ,1.00 ,34.60 ,154.00 ,4.10 ,38.20 ,12.30 
253.00 ,359.00 ,15.50 ,20.70 ,34.30 ,4.03 ,93.10 ,267.00 ,1.00 ,33.40 ,7.37 
244.00 ,362.00 ,15.80 ,27.60 ,4.96 ,80.60 ,229.00 ,2738.00 ,23.10 ,46.60 ,27.10 
533.00 ,843.00 ,10.20 ,147.00 ,31.90 ,4.29 ,84.30 ,198.00 ,2.50 ,20.50 ,5.42 
204.00 ,308.00 ,22.70 ,33.70 ,14.10 ,26.70 ,96.50 ,882.00 ,7.50 ,31.10 ,11.10 
246.00 ,422.00 ,16.10 ,14.10 ,2.04 ,4.96 ,49.10 ,202.00 ,1.78 ,48.70 ,5.99 
1685.00 ,2393.00 ,17.20 ,110.00 ,34.00 ,1.75 ,55.70 ,137.00 ,2.09 ,40.00 ,8.66 
1499.00 ,2227.00 ,13.50 ,127.00 ,19.50 ,1.10 ,11.80 ,71.70 ,2.48 ,20.50 ,1.49 
64.90 ,99.10 ,34.90 ,43.30 ,69.80 ,5.67 ,138.00 ,410.00 ,4.61 ,12.70 ,1.64 
262.00 ,400.00 ,14.20 ,122.00 ,1.63 ,1.31 ,78.40 ,191.00 ,1.00 ,20.90 ,9.82 
86.60 ,74.30 ,8.43 ,136.00 ,16.30 ,24.10 ,72.30 ,1027.00 ,1.00 ,26.20 ,5.28 
679.00 ,982.00 ,9.39 ,131.00 ,8.28 ,9.56 ,73.00 ,255.00 ,3.43 ,36.20 ,2.53 
1446.00 ,2091.00 ,26.70 ,37.20 ,9.47 ,2.33 ,79.10 ,211.00 ,14.30 ,42.90 ,30.00 
573.00 ,882.00 ,12.40 ,11.50 ,4.00 ,9.22 ,65.50 ,289.00 ,1.27 ,14.90 ,7.43 
874.00 ,1298.00 ,15.00 ,10.40 ,16.50 ,1.15 ,15.40 ,86.60 ,2.44 ,40.00 ,13.50 
750.00 ,1144.00 ,12.60 ,14.50 ,11.40 ,12.40 ,47.40 ,939.00 ,11.00 ,20.70 ,8.66 
60.40 ,97.30 ,9.31 ,2.46 ,16.30 ,1.47 ,24.10 ,79.90 ,1.00 ,17.60 ,8.35 
328.00 ,466.00 ,14.70 ,39.60 ,49.60 ,6.61 ,60.40 ,165.00 ,2.31 ,48.30 ,15.50 
42.90 ,39.20 ,14.60 ,20.40 ,16.10 ,1.00 ,24.40 ,47.00 ,1.00 ,22.30 ,7.50 
474.00 ,799.00 ,16.40 ,20.00 ,25.50 ,13.20 ,56.20 ,1358.00 ,1.61 ,37.90 ,8.06 
196.00 ,267.00 ,42.90 ,65.50 ,104.00 ,11.20 ,59.90 ,422.00 ,1.79 ,36.80 ,14.70 
120.00 ,153.00 ,10.90 ,13.80 ,10.60 ,1.00 ,48.30 ,67.30 ,1.46 ,61.50 ,19.10 
227.00 ,340.00 ,10.20 ,22.10 ,3.65 ,1.00 ,33.10 ,31.90 ,1.96 ,24.60 ,6.10 
340.00 ,496.00 ,22.70 ,25.90 ,75.70 ,1.46 ,36.50 ,213.00 ,2.07 ,19.60 ,1.67 
365.00 ,542.00 ,3.59 ,21.30 ,34.30 ,10.80 ,126.00 ,445.00 ,1.23 ,21.90 ,8.82 
410.00 ,562.00 ,17.30 ,21.50 ,12.90 ,1.00 ,69.20 ,149.00 ,1.55 ,22.70 ,10.50 
55.20 ,85.10 ,6.04 ,20.20 ,5.00 ,1.96 ,67.90 ,126.00 ,4.66 ,22.50 ,8.20 
147.00 ,235.00 ,6.61 ,22.30 ,47.00 ,2.07 ,47.40 ,151.00 ,1.20 ,12.60 ,4.74 
155.00 ,227.00 ,34.00 ,49.60 ,7.30 ,2.74 ,36.20 ,147.00 ,2.48 ,24.60 ,2.64 
